"id","dane","tipoInstitucion","nombre","direccion","barrio","email1","rector","telefono","email2","localidad.id"
343,"311001076634","PRIVADO","COL NUEVO COLOMBO AMERICANO","KR 73 # 214 - 53",,"colamericano@yahoo.com","CLAUDIA AYDEE GONZALEZ MORENO","6685077","nrodriguez@cas.edu.co",11
344,"311001076677","PRIVADO - CONVENIO","COL NUEVA CIENCIA","CL 137 A # 112 A - 03","EL RINCON","nuevaciencia@gmail.com","MARYS STELLA BLANCO DE CARVAJAL","5374585",,11
345,"311001087253","PRIVADO","GIMN LA CIMA","KR 112 B # 142 - 64","SUBA LOMBARDIA","glc@gimnasiolacima.edu.co","LUIS GABRIEL NARVAEZ AGUDELO","8054527",,11
346,"311001089221","PRIVADO","INST ALBERTO MERANI","AK 72 # 181 - 90","SAN JOSE DE BAVARIA","director@institutomerani.edu.co ","JULIAN DE ZUBIRIA SAMPER","6747100","secretaria@institutomerani.edu.co",11
347,"311001090793","PRIVADO - CONVENIO","CENT EDUC LOMBARDIA","KR 109 B # 143 - 19","EL RINCON","c_e_lombardia_2003@hotmail.com","FLOR QUINTERO DE SANTIESTEBAN","6905449 -- 6892766","centroedulombardia@yahoo.es",11
348,"311001091129","PRIVADO - CONVENIO","COL HOGAR DE NAZARETH","CL 142 A # 114 C - 11","EL RINCON","colegionazareth61@gmail.com ","HNA ANA MARLENY FLOREZ GALVIS","6877813","anamar.florez@hotmail.com",11
349,"311001091315","PRIVADO - CONVENIO","COL REINA DE GALES","KR 141 A BIS # 143 A - 29","SUBA BILBAO","colegioreinadegales@gmail.com","ROSA ELENA GONZALEZ ROMERO","5384990 -- 6972372 -- 7016909",,11
350,"311001092907","PRIVADO - CONVENIO","LIC FESAN","CL 153 # 110 - 40","SUBA","liceofesan@yahoo.com -- ","MARIA JOSE ASTRID GOMEZ DE TORRES","6829276","info@liceofesan.edu.co",11
351,"311001093130","PRIVADO - CONVENIO","COL CAMPESTRE MAXIMINO POITIERS","CL 152 A # 102 - 51","TURINGIA SUBA","maximinopoitiers@yahoo.es","KILIAN ALEXANDER ARENAS SANABRIA","6860124 -- 6841539",,11
352,"311001101019","PRIVADO - CONVENIO","COL EDGAR SALAMANCA AFRICANO EDSALAM AFRIC","KR 103 C # 139 - 72","EL RINCON","edsalam_1@hotmail.com","ORLANDO LONDONO BETANCOURT","4791722 -- 6824665",,11
353,"311001105383","PRIVADO","GIMN SAN ANGELO","CL 223 # 53 - 63 -- TV 55 A # 115 - 44","PARCELACION EL JARDIN","gimnasiosanangelo@hotmail.com","MARIA ISABEL ALVAREZ ISAZA","6686555","mariaisabelalvarez@gsa.edu.co",11
354,"311001107190","PRIVADO - CONVENIO","COL SAN NICOLAS DE TOLENTINO","KR 94 # 130 A - 79","EL RINCON","colegiosannicolasdetolentino@yahoo.es","JAVIER ALONSO CURTIDOR MARTINEZ","6855430 -- 6825829","rectoria@colegiosannico.edu.co",11
355,"311001107645","PRIVADO","COL SAN JUAN DE AVILA","AC 139 # 60 B - 90  Kilometro 5 via suba cota ","VDA CHORRILLOS","info@colsanjuandeavila.edu.co","CLAUDIA PATRICIA LOPEZ RIOS","6806280",,11
356,"311001109257","PRIVADO","GIMNASIO MONTREAL","KR 92 # 156 - 89",,"gimnasiomontreal@hotmail.com","CLAUDIA PATRICIA QUIROGA BOCANEGRA","6815934 -- 6805479","rectoria@gimnasiomontreal.edu.co",11
357,"311769000564","PRIVADO","COL HIJAS DE CRISTO REY","AC 138 # 58 D - 50","COLINA CAMPESTRE","secretariahcr@gmail.com","CLAUDIA MADRID DE AGUIRRE","2262432",,11
358,"311769000734","PRIVADO","COL STELLA MATUTINA","KR 67 # 180 - 88","SAN JOSE DE BAVARIA","stellamat2003@yahoo.es","SOR MARIA CONSUELO CORREDOR FONNEGRA","6711332 -- 6718869",,11
359,"311769000785","PRIVADO - CONVENIO","LIC GLOBERTH MIXTO","CL 128 # 88 D - 02","SUBA RINCON","liceogloberth@hotmail.com","GLORIA CECILIA MOLANO DE BULLA","5351908 -- 6813234",,11
360,"311769000823","PRIVADO","COL HISPANOAMERICANO CONDE ANSUREZ","KR 67 # 173 A - 80","SAN JOSE DE BAVARIA","secretaria@hispanoamericano.edu.co","MARIA HELENA MATAMALA SEÑOR","6717124",,11
361,"311769000921","PRIVADO","COL HELVETIA","CL 128 # 71 A - 91","NIZA","colegio@helvetia.edu.co","PASCAL AFFOLTER","6247374",,11
362,"311769000980","PRIVADO","GIMN SANTA CRISTINA DE TOSCANA","KR 72 # 181 - 70","SAN JOSE DE BAVARIA","olposada@hotmail.com","MARIA OMAIRA SEGURA DE POSADA","6715616 -- 6771858",,11
363,"311769002010","PRIVADO","CENT EDUC SAGRADA FAMILIA DE NAZARETH","KR 50 # 166 - 75","BRITALIA","nazaretbogota@yahoo.es ","HNA INMACULADA VELASCO POLONIO","6791708 -- 6698309 -- 5264845 -- 7553131","secretaria@colegionazaret.edu.co",11
364,"311769002451","PRIVADO - CONVENIO","COL NEIL ARMSTRONG","CL 129 B # 92 A - 16",,"colneilarmstrong@hotmail.com","DORIS LILIANA VARGAS DIAZ","6841971","colneilarmstrong2@hotmail.com",11
365,"311769002796","PRIVADO","COL UNID PEDAGOGICA","KM 5 VIA SUBA - COTA","CONEJERA","unipedag@tutopia.com","JAIME RAFAEL CARRASQUILLA NEGRET","6857227 -- 6857228",,11
366,"311769003211","PRIVADO","COL SANTA ISABEL DE HUNGRIA","KR 65 # 165 - 10","BRITALIA","colsih@etb.net.co","CARLOS JULIO RUIZ VELANDIA","6715343 -- 6715254",,11
367,"311769004225","PRIVADO - CONVENIO","COL SAN VICENTE DE FERRER","KR 118 # 136 A - 14","EL RINCON","sanvicenteferrer@hotmail.com","MARIA ELBA RODRIGUEZ AMADO","6874386 -- 6874321",,11
368,"311769004365","PRIVADO","GIMN LA CAMPIÑA","CL 131 B # 109 B - 54","SUBA AURES II","gimnasiolacampina@yahoo.es","JOHN EUZKADY DIAZ GARZON","5360774",,11
369,"311848000961","PRIVADO","EXTERN CARO Y CUERVO","CL 150 A # 50 - 57","VICTORIA NORTE","externadocaroycuervo@hotmail.es","HULDA MARINA BECERRA","2742969 -- 6158632",,11
370,"411769000119","PRIVADO","COL MILIT ANTONIO NARIÑO","KR 92 # 157 - 44","EL SALITRE SUBA","colmilitarnarino@yahoo.es","SEGISMUNDO SANCHEZ GUERRERO","6815068 -- 6820932",,11
371,"111001024830","DISTRITAL","COL ALEMANIA SOLIDARIA (IED)","KR 28 # 63 - 64","BENJAMIN HERRERA","cedalemania12@redp.edu.co","LUIS ALEJANDRO ROMERO CEPEDA","2126019 -- 2481271",,12
372,"111001077321","DISTRITAL","COL EDUARDO CARRANZA (IED)","KR 52 # 76 - 63","JORGE ELIECER GAITAN","cededuardocarranz12@redp.edu.co","JOSE CUSTODIO GALARZA MORENO","2319958 -- 6311856 -- 2402067",,12
373,"111001000612","DISTRITAL","COL FEM LORENCITA VILLEGAS DE SANTOS (IED)","KR 29 C # 71 C - 11","LA MERCED NORTE","innalfemlorencitav12@redp.edu.co","MARIA VICTORIA CASTRO JIMENEZ","2407282",,12
374,"111001009148","DISTRITAL","COL HELADIA MEJIA (IED)","CL 65 # 15 A - 04","LA ESPERANZA","coldiheladiamejia12@redp.edu.co","NUBIA LUCIA RODRIGUEZ VARGAS","2486831 -- 2551173",,12
375,"111001010421","DISTRITAL","COL JORGE ELIECER GAITAN (IED)","CL 66 A # 56 - 25","POPULAR MODELO","coldijorgeeliecerg12@redp.edu.co","CONSUELO BOHORQUEZ HERNANDEZ ","3119495",,12
376,"111001029912","DISTRITAL","COL JUAN FRANCISCO BERBEO (IED)","KR 28 B # 78 - 40","SANTA SOFIA","cedjuanfranciscob12@redp.edu.co","JOSUE GUILLERMO CLAVIJO CRUZ ","2401890 -- 6602418",,12
377,"111001028258","DISTRITAL","COL RAFAEL BERNAL JIMENEZ (IED)","KR 53 # 75 - 17 ","DOCE DE OCTUBRE","coldirafaelbernalj12@redp.edu.co","HUGO ENRIQUE CERON GROSSO ","2509780 -- 6602933",,12
378,"111001011088","DISTRITAL","COL REPUBLICA DE PANAMA (IED)","KR 57 A # 74 A - 32","SAN FERNANDO","coldirepdepanama12@redp.edu.co","ALVARO ARMANDO ORTIZ BOLAÑOS","2405156 EXT 102",,12
379,"111001008389","DISTRITAL","COL TEC DOMINGO FAUSTINO SARMIENTO (IED)","TV 60 # 95 - 51","LOS ANDES","intdidomingofausti12@redp.edu.co","WILLIAM CASALLAS","2367748 -- 2367746 -- 5336782",,12
380,"111001032255","DISTRITAL","COL TOMAS CARRASQUILLA (IED)","CL 74 A # 63 - 04","SIMON BOLIVAR","colditomascarrasqu12@redp.edu.co","ROSA ADELINA RODRIGUEZ RODRIGUEZ","6603161 -- 2407959",,12
381,"311001001031","PRIVADO","GIMN DEL CORAZON DE MARIA","KR 57 A # 73 - 24","DOCE DE OCTUBRE","girazoma@hotmail.com","CARMEN ROSA RODRIGUEZ DE BOYACA","2400012 -- 3117260 -- 2502460",,12
382,"311001001839","PRIVADO","LIC HERMANO MIGUEL LA SALLE","KR 52 # 64 A - 99","SAN MIGUEL","lhemi@lasalle.edu.co","JOSE ARCADIO BOLIVAR RODRIGUEZ","6302373 -- 2255614 -- 6308219",,12
383,"311001016976","PRIVADO","COL MERCEDARIO SAN PEDRO NOLASCO","CL 68 # 18 - 14","LOS ALCAZARES","colmercedariospn@hotmail.es","JACK EDUARDO TOLOZA FERNANDEZ","2173003 -- 2173213",,12
384,"111001010731","DISTRITAL","COL MANUELA BELTRAN (IED)","KR 14 A # 57 - 28","CHAPINERO OCCIDENTAL","insdidecomercioman13@redp.edu.co","DORIS STELLA VERGARA DE MONSALVE","2559708 -- 2494003 -- 2117893 -- 2114894","idmanuelabeltran13@redp.edu.co",13
385,"111001094897","DISTRITAL","COL PALERMO ""IEDIP"" (IED)","KR 23 # 49 - 37","ALFONSO LOPEZ","cedpalermocedip13@redp.edu.co","HILDA YANETH VELASQUEZ TORRES","3203220 -- 2850618 -- 2857194",,13
386,"311001004471","PRIVADO","COL DE NUESTRA SEÑORA DEL PILAR CHAPINERO","CL 62 # 27 A - 12","GALERIAS","rectoria@colpilarch.edu.co","HNA HILDA BOTIA FLOREZ","2493046 -- 2353487 -- 2114592","colpilarch@hotmail.com",13
387,"311001001871","PRIVADO","COL EL CARMELO","CL 45 # 25 A - 29","LA SOLEDAD","colegiocarmelobog@gmail.com","LEIDA HOLANDA DAJOME PALACIOS","2442968 -- 2442990","colegiocarmelo@etb.net.co",13
388,"311279000043","PRIVADO","COL NSTRA SRA DEL CARMEN","CL 21 # 100 - 80","TEUSAQUILLO","vimeronsc@hotmail.com","CESAR MURILLO","2672746 -- 4131260",,13
389,"311001108722","PRIVADO","COLEGIO PERSONALIZADO PENSAMIENTO","DG 34 BIS # 18 - 21","TEUSAQUILLO","colegiopensamiento@colegiopensamiento.edu.co","GUSTAVO ADOLFO AGUIRRE VACA","7551795/4",,13
390,"311001005583","PRIVADO","GIMN BOYACA","KR 27 # 45 A - 63","PALERMO","gimnasioboyaca1945@hotmail.com","NELSON EDUARDO BUSTOS RODRIGUEZ","2441903 -- 2683149","admin@gimnasioboyaca.edu.co",13
391,"311001038201","PRIVADO","LIC DE LA UNIVERSIDAD CATOLICA","KR 15 # 46 - 69","PALERMO","liceo@ucatolica.edu.co","HOMERO GERARDO ESTUPIÑAN BRAVO","3277300 EXT 3070/3071/3072",,13
392,"111001014001","DISTRITAL","COL EDUARDO SANTOS (IED)","KR 19 A BIS # 1 C - 55","EDUARDO SANTOS","cededuardosantos14@redp.edu.co","MARIA CONSTANZA HENAO CORTEZ","3331159 -- 3372099 -- 2338669",,14
393,"111001025313","DISTRITAL","COL LIC NAL AGUSTIN NIETO CABALLERO (IED)","KR 19 # 11 - 17","LA SABANA","lnalagustinnietoca14@redp.edu.co","JAIRO ORLANDO RODRIGUEZ RAVELO","2375672 -- 5601532",,14
394,"111001019526","DISTRITAL","COL LIC NAL ANTONIA SANTOS (IED)","CL 12 # 21 - 14 ","LA SABANA","lnalantoniasantos14@redp.edu.co","IRMA TORO CASTAÑO ","2473421 -- 2474294",,14
395,"111001030856","DISTRITAL","COL PANAMERICANO (IED)","KR 7 # 33 - 64 ","LA MERCED","cedpanamericana14@redp.edu.co","EDILBERTO CASTELLANOS LOPEZ","3380221",,14
396,"111001016250","DISTRITAL","COL REPUBLICA BOLIVARIANA DE VENEZUELA (IED)","CL 22 A # 18 B - 42","SANTA FE","escdirepdevenezuel14@redp.edu.co","HUGO EDILBERTO FLORIDO MOSQUERA ","2685718 -- 2635718 -- 3407334/35",,14
397,"111001041459","DISTRITAL","COL RICAURTE (CONCEJO) (IED)","AK 27 # 7 - 48","RICAURTE","cedricaurte14@redp.edu.co","ESTANISLAO GUIDO CAICEDO YELA","2475199 -- 3600205",,14
398,"111001102181","DISTRITAL","COL SAN FRANCISCO DE ASIS (IED)","CL 1 C BIS # 19 - 79","EDUARDO SANTOS","ipnfemenino14@redp.edu.co","CARMEN ELVIRA RODRIGUEZ FLOREZ","3332708 -- 3332730 -- 3332711 -- 3332718",,14
399,"111001026069","DISTRITAL","COL TEC MENORAH (IED)","KR 19 A # 1 C - 19 ","EDUARDO SANTOS","coldimenorah14@redp.edu.co","MYRIAM LUZ SILVA SARMIENTO","2460532 -- 2460993 -- 2461360",,14
400,"311001017557","PRIVADO","COL DE NUESTRA SEÑORA DE LA PRESENTACION CENTRO","CL 19 # 19 - 27","SAN FASON","contactenos@colprecentro.com","HNA ANA FERNANDEZ CALDERON","3706135/36/37",,14
401,"311001028222","PRIVADO","ACAD MILIT MARISCAL SUCRE","KR 29 # 10 - 54","RICAURTE","am_mariscalsucre@amms.com.co","GERARDO ACEVEDO RIVERO","2378145 -- 6814587",,14
402,"111001012602","DISTRITAL","COL ATANASIO GIRARDOT (IED)","CL 14 SUR # 28 - 06","LA FRAGUA","coldiatanasiogirar15@redp.edu.co","ALFONSO ROBAYO BLANCO","2020984 -- 2020892",,15
403,"111001011908","DISTRITAL","COL ESC NORMAL SUPERIOR DISTRITAL MARIA MONTESSORI Y ANEXA (IED)","CL 10 SUR # 13 - 27","CIUDAD BERNA","escnormalmariamont15@redp.edu.co","MARIA CRISTINA CERMEÑO DE RODRIGUEZ ","2894420  --  2894970  --  3338201",,15
404,"111001014630","DISTRITAL","COL FRANCISCO DE PAULA SANTANDER (IED)","CL 23 SUR # 28 - 47","SANTANDER SUR","ceditfranciscodepa15@redp.edu.co","JULIO CESAR PEREZ ROZO ","2026684 -- 2036092 -- 7271202",,15
405,"111001011053","DISTRITAL","COL GUILLERMO LEON VALENCIA (IED)","KR 22 # 16 - 03 SUR","RESTREPO OCCIDENTAL","coldiguillermoleon15@redp.edu.co","GUILLERMO LEON CARRILLO VARGAS ","2782716 -- 3610279 -- 2782629",,15
406,"111001086720","DISTRITAL","COL TEC JAIME PARDO LEAL (IED)","KR 10 A # 3 - 63 SUR","POLICARPA","cedjaimepardoleal15@redp.edu.co","Irma Helena Vargas Niño (Directora Local en encargo)","2461459 -- 2462665",,15
407,"311001005737","PRIVADO","COL COOP DEL MAGISTERIO DE CUNDINAMARCA","CL 16 BIS SUR # 12 C - 02","CIUDAD JARDIN DEL SUR","coldemag@coomagiscun.coop","FRANCISCO JAVIER PARDO PARDO","2396647 -- 2395102","rectoria@coomagiscun.coop",15
408,"311001000883","PRIVADO","COL DE LA PRESENTACION LUNA PARK","CL 10 SUR # 15 - 35","LUNA PARK","informacion@presentacionlunapark.edu.co ","ANA YOLANDA PEREZ CAMARGO","3338405 -- 3332121 -- 5999350","tuchismartha@yahoo.es",15
409,"311001001162","PRIVADO","COL PARROQUIA NUESTRA SEÑORA DE LA VALVANERA","CL 13 SUR # 24 B - 04","LA VALVANERA","copaval2011@gmail.com","MAURICIO CUELLAR DIAZ PBRO","3660112 -- 3660113",,15
410,"311001033463","PRIVADO","COL PSICOPEDAG VILLA MAYOR","KR 35 # 32 - 08 SUR","VILLA MAYOR","colpsicovillamayor@yahoo.es","NUBIA STELLA MORA PORRAS","7200145",,15
411,"311001008931","PRIVADO","INST TEC CIAL RESTREPO","KR 24 A # 7 - 45 SUR","LA FRAGUITA","itcrestrepo@yahoo.com","MARLENE TERESA ROA BERNAL","2330114 -- 2465685",,15
412,"311001036217","PRIVADO","LIC MODERNO WALT WHITMAN","CL 38 BIS SUR # 34 D - 29","VILLA MAYOR","liceo_moderno@etb.net.co","IRMA LILIA GACHA","2033600 -- 2033700",,15
413,"111001011274","DISTRITAL","COL ANDRES BELLO (IED)","CL 39 SUR # 51 D - 19","OSPINA PEREZ","colnaandresbello16@redp.edu.co","WILLIAM JAVIER SALINAS MUÑOZ ","2381508 -- 2303362 -- 2383086",,16
414,"111001014745","DISTRITAL","COL ANTONIO JOSE DE SUCRE (IED)","CL 11 # 65 B - 10","SALAZAR GOMEZ","cedantoniojosedes16@redp.edu.co","GLADYS MORENO AJIACO ","2607377 -- 2601593",,16
415,"111001012963","DISTRITAL","COL BENJAMIN HERRERA (IED)","KR 51 A # 26 - 38 SUR ","ALCALA","coldibenjaminherre16@redp.edu.co","MARCO FIDEL BERNAL LOPEZ","7410676 -- 2303780",,16
416,"111001000078","DISTRITAL","COL DE CULTURA POPULAR (IED)","KR 51 # 16 - 64 SUR","SAN EUSEBIO","innaldeculturapopu16@redp.edu.co","ROSA MARIA BAUTISTA VERGARA","7209631 -- 2028884 -- 2028772",,16
417,"111001012530","DISTRITAL","COL EL JAZMIN (IED)","CL 1 H # 40 D - 13","MONTES","cedeljazmin16@redp.edu.co","LUIS ALBERTO ORTIZ DUARTE ","7209506 -- 7276755","colegioeljazmin@gmail.com",16
418,"111001012556","DISTRITAL","COL ESPAÑA (IED)","CL 19 C # 33 - 38","CUNDINAMARCA","cedespana16@redp.edu.co","NOHEMY SALAZAR REYES","2681856",,16
419,"111001014729","DISTRITAL","COL JOSE JOAQUIN CASAS (IED)","KR 56 # 15 - 41","PUENTE ARANDA","escdijosejoaquinca16@redp.edu.co","LUIS EDUARDO OCAMPO PLAZAS ","4190343 -- 2606218","colegiojosejoaquincasasied@gmail.com",16
420,"111001045535","DISTRITAL","COL JOSE MANUEL RESTREPO (IED)","CL 2 BIS # 56 A - 67","GALAN","cedjosemanuelrest16@redp.edu.co","CARLOS SEGUNDO PARRA RIVERA ","2605634 -- 4462397 -- 4462398",,16
421,"111001102172","DISTRITAL","COL JULIO GARAVITO ARMERO (IED)","CL 39 SUR # 51 F - 59 ","OSPINA PEREZ","iedjulio@redp.edu.co","JOSE BERCELIO MARQUEZ GOMEZ","2384240",,16
422,"111001006122","DISTRITAL","COL LA MERCED (IED)","CL 13 # 42 A - 51","GORGONZOLA","cedlamerced16@redp.edu.co","LIGIA INES MARTINEZ VARGAS","2688281 -- 2444697 -- 3407336 -- 2444707 -- 2688056",,16
423,"111001065056","DISTRITAL","COL LUIS CARLOS GALAN SARMIENTO (IED)","CL 1 B # 52 A - 02","LA CAMELIA","coldiluiscarlosgal16@redp.edu.co","LUZ STELLA REYES DE LEMUS","7200700 -- 7273060 -- 7277804 -- 7273060",,16
424,"111001014869","DISTRITAL","COL LUIS VARGAS TEJADA (IED)","KR 52 C # 19 A - 76 SUR","SAN EUSEBIO","coldiluisvargastej16@redp.edu.co","ALBA LUCIA GAONA ","7411089 -- 2383695",,16
425,"111001014826","DISTRITAL","COL MARCO ANTONIO CARREÑO SILVA (IED)","KR 32 B # 1 C - 10","LA ASUNCION","cedelremanso16@redp.edu.co","LUIS BAUDILIO ALBORNOZ BELLO","3752216","escdimarcoantonioc16@redp.edu.co",16
426,"111001011045","DISTRITAL","COL SILVERIA ESPINOSA DE RENDON (IED)","KR 58 # 9 - 51 ","SALAZAR GOMEZ","iedsilveria@redp.edu.co","MARLENY BOHORQUEZ RIAÑO ","2604576 -- 2600391 -- 4208388",,16
427,"111001020168","DISTRITAL","COL SORRENTO (IED)","CL 5 B # 53 C - 74","COLON","coldisorrento16@redp.edu.co","MARIA MERCEDES BELTRAN PABON","2626929 -- 2626665",,16
428,"311001090912","PRIVADO","COL CRISTIANO SEMILLA DE VIDA","CL 1 F # 31 - 11","SANTA ISABEL","sedevischool@yahoo.com","JULIO CESAR OROZCO GUZMAN","2774511",,16
429,"311001015112","PRIVADO","COL PARROQUIA MONSEÑOR EMILIO DE BRIGARD","KR 52 C # 26 - 40 SUR","EL TEJAR","brigardemilio@hotmail.com","ROBERTO RAMIREZ CASTRO","2301074",,16
430,"311001007403","PRIVADO","INST CEMODEN","KR 50 C # 38 - 08 SUR","MUZU","rectoria@cemoden.edu.co","HERNAN ALONSO BELTRAN PANESSO","2046044","contacto@cemoden.edu.co",16
431,"311001033366","PRIVADO","INST DE INTEGRACION CULTURAL IDIC","CL 5 C # 31 C - 16","CUIUDAD MONTES","colegioidic@gmail.com","GUSTAVO CORTES CORTES","2011609 -- 3707474",,16
432,"311001016984","PRIVADO","LIC AVENIDA DE LAS AMERICAS","KR 53 A # 5 - 60","SAN RAFAEL","liceoavenidalasamericas@yahoo.com","IFALIA VARELA DE LARA","4478108 -- 3108609875",,16
433,"311001019690","PRIVADO","LIC MODERNO SANTA EMILIA","KR 32 B # 1 - 13","SANTA MATILDE","colmse@hotmail.com","JOSE GUILLERMO VARGAS","2476502 -- 2474793 -- 2378579","rumo.var@hotmail.es",16
434,"111001000388","DISTRITAL","COL ESC NAL DE COMERCIO (IED)","Calle 9a #0-30 este","EGIPTO","enaldecomercio17@redp.edu.co","HENRY BARRERA SIERRA ","3424039 -- 2433596 -- 2899944",,17
435,"111001102148","DISTRITAL","COL INTEGRADA LA CANDELARIA (IED)","KR 2 # 14 - 90","LA CONCORDIA","cedlacandelaria17@redp.edu.co","CARLOS ALBERTO CASTELLANOS RUBIO","2438514","cedlaconcordia17@redp.edu.co",17
436,"311001003084","PRIVADO - CONVENIO","FUND COL MAYOR DE SAN BARTOLOME","KR 7 # 9 - 96","LA CANDELARIA","secretariageneral@sanbartolome.edu.co ","PADRE HUGO ALEXIS MORENO ROJAS SJ","4442530","mayor@sanbartolome.edu.co",17
437,"311001001391","PRIVADO","LIC JULIO CESAR GARCIA","CL 12 # 3 - 50","LA CANDELARIA","liceo@ugc.edu.co","ROSALBA OSORIO CARDONA","5664445 -- 5664442",,17
438,"111001015172","DISTRITAL","COL ALEJANDRO OBREGON (IED)","CL 30 SUR # 15 - 45","GUSTAVO RESTREPO","cedalejandroobreg18@redp.edu.co","REINERIO GUTIERREZ MELO","2722320 -- 2095239",,18
439,"111001018058","DISTRITAL","COL ALEXANDER FLEMING (IED)","DG 45 BIS A SUR # 16 B - 23","SAN JORGE SUR","cedreinounidodeho18@redp.edu.co","JOSE VICENTE SEVILLA GARCIA","2795348 -- 7694758 -- 5695025",,18
440,"111001027383","DISTRITAL","COL ALFREDO IRIARTE (IED)","TV 5 J # 48 F - 69 SUR","CALLEJON SANTA BARBARA","cedchircales18@redp.edu.co","LUZ MARINA ROMERO ROMERO","7697178 -- 7697179","colalfredoiriarte@gmail.com",18
441,"111001015733","DISTRITAL","COL ANTONIO BARAYA (IED)","CL 27 SUR # 22 A - 02","OLAYA","inseduantoniobaraya@redp.edu.co","MARTHA ISABEL BOGOTA TRANCHITA","3668171 -- 2392403 -- 2398401","colantoniobaraya@gmail.com",18
442,"111001012611","DISTRITAL","COL BRAVO PAEZ (IED)","CL 37 SUR # 23 - 51","QUIROGA SUR","cedbravopaez18@redp.edu.co","ARNULFO LEON RODRIGUEZ","2057376",,18
443,"111001034134","DISTRITAL","COL CLEMENCIA DE CAYCEDO (IED)","CL 32 SUR # 22 - 30","QUIROGA","colnaclemenciadeca18@redp.edu.co","YAQUELINE  GARAY GUEVARA","2391083 -- 3616839 -- 2723766","colclemendecay@gmail.com",18
444,"111001014958","DISTRITAL","COL CLEMENCIA HOLGUIN DE URDANETA (IED)","CL 30 SUR # 18 - 25","QUIROGA","cedclemenciaholgu18@redp.edu.co","ELBERS VILLALOBOS ARANGO ","2722128 -- 2786778",,18
445,"111001102091","DISTRITAL","COL COLOMBIA VIVA (IED)","TV 5 A # 48 M - 50 SUR","CERROS DE ORIENTE","iedcolombiaviv@redp.edu.co","JOSE FERNANDO LEON BEJARANO","7697157 -- 7697158 -- 7697167",,18
446,"111001014664","DISTRITAL","COL EL LIBERTADOR (IED)","CL 32 SUR # 24 B - 20","LIBERTADOR","cedellibertador18@redp.edu.co","VICTOR MANUEL PEREZ ","2032618","collibertador@gmail.com",18
447,"111001030015","DISTRITAL","COL ENRIQUE OLAYA HERRERA (IED)","KR 10 # 31 - 29 SUR","SAN LUIS","cedenriqueolayahe18@redp.edu.co","EDGAR RIVEROS LEAL ","2722367 -- 3614206 -- 3614146 -- 3614200","colenriqueolaya@gmail.com",18
448,"111001027332","DISTRITAL","COL GUSTAVO RESTREPO (IED)","CL 28 SUR # 14 - 51","GUSTAVO RESTREPO","coldigustavorestre18@redp.edu.co","LUDER ENRIQUE JEREZ CORTES ","3662125 -- 2727202 -- 2721002","colgustavorestrepo18ied@gmail.com",18
449,"111001036765","DISTRITAL","COL JOSE MARTI (IED)","DG 32 A SUR # 14 A - 97","GRANJAS DE SANTA SOFIA","iedjosemarti@redp.edu.co","RENE GERARDO ANDRADE AREVALO","3726662  --  3613624","coljosemarti@gmail.com",18
450,"111001011819","DISTRITAL","COL LIC FEM MERCEDES NARIÑO (IED)","AV CARACAS # 23 - 24 SUR","SAN JOSE SUR","lfemeninocund@redp.edu.co","ERICK ISRAEL ARIZA RONCANCIO","2726302 -- 2392741 -- 2726302",,18
451,"111001014591","DISTRITAL","COL MANUEL DEL SOCORRO RODRIGUEZ (IED)","TV 23 # 44 A - 28 SUR ","SANTA LUCIA","cedmanueldelsocor18@redp.edu.co","LILIA MATILDE CALDERON MORA","2798736",,18
452,"111001107794","DISTRITAL","COL MARIA CANO (IED)","KR 12 G # 22 B - 51 SUR ","SAN JOSE SUR","colmariacano@redp.edu.co","ROSARIO DEL PILAR VILLOTA OJEDA","7690413 -- 2729990 -- 7697178",,18
453,"111001076376","DISTRITAL","COL MARRUECOS Y MOLINOS (IED)","CL 49 D BIS SUR # 5 X - 02","MOLINOS DEL SUR","cedmarruecosymoli18@redp.edu.co","FRANCISCO FERNANDO RIVEROS BOBADILLA ","7609287 EXT 9","colmarruecosymolinos@gmail.com",18
454,"111001020095","DISTRITAL","COL MISAEL PASTRANA BORRERO (IED)","TV 11 A # 38 G - 16 SUR","LA RESURRECCION","cedmisaelpastrana18@redp.edu.co","JOSE LUIS RAMIREZ CALDERON ","2391681 -- 2725684 -- 3005680990","colmisaelpastrana18@gmail.com",18
455,"111001012815","DISTRITAL","COL QUIROGA ALIANZA (IED)","KR 23 # 35 - 20 SUR","QUIROGA CENTRAL","cedquirogaalianza18@redp.edu.co","EDNA AMPARO CHAVES CARO ","2727097",,18
456,"111001012971","DISTRITAL","COL RAFAEL DELGADO SALGUERO (IED)","KR 27 # 37 - 49 SUR","BRAVO PAEZ","escdigeneralpaez18@redp.edu.co","LAUDY MARLEN GARZON ESCARRAGA","7271937 -- 2020955 -- 7270741",,18
457,"111001011029","DISTRITAL","COL REINO DE HOLANDA (IED)","TV 16 D # 46 - 35 SUR","MARCO FIDEL SUAREZ I","cedreinodeholanda18@redp.edu.co","FLOR NELLY PAEZ DE BOHORQUEZ","2795097 -- 2794760","colreinodeholanda18@gmail.com",18
458,"111001032395","DISTRITAL","COL REPUBLICA EEUU DE AMERICA (IED)","CL 22 SUR # 22 - 65","CENTENARIO","coldirepeeuudeamer18@redp.edu.co","AURORA LUQUERNA REYES","2786164",,18
